MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,Alley_na,MasVnrType_na,MasVnrArea_na,BsmtQual_na,BsmtCond_na,BsmtExposure_na,BsmtFinType1_na,BsmtFinType2_na,Electrical_na,FireplaceQu_na,GarageType_na,GarageYrBlt_na,GarageFinish_na,GarageQual_na,GarageCond_na,PoolQC_na,Fence_na,MiscFeature_na
5,RL,4.0943445622221,10.053684843925609,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,93,22,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,0,,0,660,660,GasA,5,Y,,6.694562058521095,704,1,7.412160334945205,0,0,2,1,3,1,3,8,Min2,0,,,93.0,,1,180,,,N,0,0,0,1,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,9.664078830507252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,35,3,Gable,CompShg,HdBoard,HdBoard,,138.0,3,3,CBlock,,,,,626,,0,99,725,GasA,4,Y,,6.586171654854675,754,0,7.2991214627108,1,0,1,1,4,1,4,7,Typ,0,,,35.0,,2,484,,,Y,0,32,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.543294782270004,10.052778914513448,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,0,,0,1226,1226,GasA,5,Y,,7.111512116496157,0,0,7.111512116496157,0,0,2,0,3,1,4,6,Typ,0,,,1.0,,3,740,,,Y,0,36,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,10.24140897198143,Pave,,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,41,0,Gable,CompShg,HdBoard,HdBoard,,157.0,3,3,CBlock,,,,,568,,0,264,832,GasA,4,Y,,6.883462586413092,1111,0,7.643482907077201,0,0,2,1,5,1,4,9,Typ,0,,,41.0,,2,444,,,Y,133,168,0,0,0,0,,,,0,7,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.143134726391533,10.322558055570436,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2,2,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,941,,0,217,1158,GasA,5,Y,,7.05444965813294,0,0,7.05444965813294,1,0,1,1,3,1,4,5,Typ,0,,,0.0,,2,576,,,Y,0,50,0,0,0,0,,,,0,5,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.118679872872166,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,43,43,Gable,CompShg,Plywood,Plywood,,200.0,3,3,CBlock,,,,,740,,1,184,1154,GasA,5,Y,,7.050989447068045,0,0,7.050989447068045,0,0,1,1,3,1,3,6,Typ,1,,,43.0,,2,480,,,Y,0,58,0,0,0,0,,,,0,11,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.04305126783455,9.872434604975835,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,10,9,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,0,,0,880,880,GasA,5,Y,,6.779921907472252,844,0,7.452402451223638,0,0,2,1,3,1,4,8,Typ,0,,,10.0,,2,527,,,Y,120,155,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,9.744111871489254,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,13,12,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,PConc,,,,,219,,0,554,773,GasA,4,Y,,6.650279048587422,885,0,7.4133673356952405,1,0,2,1,3,1,3,8,Typ,1,,,13.0,,2,431,,,Y,224,84,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.204692619390966,9.852918564300682,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,60,6,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,0,,0,0,0,GasA,5,Y,,7.026426808699636,0,0,7.026426808699636,0,0,2,0,2,1,4,5,Typ,0,,,7.0,,2,520,,,N,0,96,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.07753744390572,10.596231200428655,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,53,53,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,PConc,,,,,0,,0,816,816,GasA,3,Y,,6.77078942390898,521,0,7.239214973779806,0,0,1,1,3,1,3,8,Typ,0,,,53.0,,1,300,,,Y,121,0,0,0,1,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,,10.4121888658454,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,73,11,Gable,CompShg,Stucco,Stucco,,632.0,3,4,CBlock,,,,,192,,0,536,728,GasA,5,Y,,7.584773077612199,1479,0,8.145259566516865,0,0,3,1,4,1,4,11,Typ,2,,,26.0,,3,1014,,,Y,314,12,0,0,0,0,,,,0,5,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RM,3.044522437723423,8.111053414312838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,33,33,Gable,CompShg,HdBoard,HdBoard,,408.0,3,3,CBlock,,,,,309,,0,174,483,GasA,3,Y,,6.180016653652572,504,0,6.894670039433482,0,0,1,1,2,1,3,5,Typ,0,,,33.0,,1,264,,,Y,72,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,RL,4.127134385045092,10.018769288749382,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,68,9,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,4,BrkTil,,,,,351,,1,112,644,GasA,4,Y,,6.694562058521095,547,0,7.2115567333138015,1,0,2,0,4,2,3,6,Typ,0,,,,,0,0,,,Y,140,0,0,0,0,0,,,,0,9,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,5.746203190540153,11.214891773214324,Pave,,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,48,1,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,,,,,425,,0,160,585,GasA,5,Y,,7.634820677745543,0,0,7.634820677745543,1,0,2,0,4,1,4,9,Typ,1,,,48.0,,2,505,,,Y,0,0,0,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,FV,3.1780538303479458,8.288316630934473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,9,9,Gable,CompShg,MetalSd,MetalSd,,360.0,3,3,PConc,,,,,549,,0,195,744,GasA,4,Y,,6.6293632534374485,744,0,7.313886831633462,0,0,2,1,3,1,3,6,Typ,0,,,9.0,,2,440,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.700480365792417,10.48371863126207,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,VinylSd,VinylSd,,304.0,4,3,PConc,,,,,1350,,0,626,1976,GasA,5,Y,,7.588829878307813,0,0,7.588829878307813,1,0,2,0,2,1,4,7,Typ,1,,,1.0,,3,908,,,Y,250,63,0,0,0,0,,,,0,7,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.356708826689592,10.03036721569233,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,1,1,Gable,CompShg,VinylSd,VinylSd,,468.0,3,3,PConc,,,,,33,,0,1530,1563,GasA,5,Y,,7.354362330421477,0,0,7.354362330421477,0,0,2,0,3,1,4,6,Typ,1,,,1.0,,3,758,,,Y,144,99,0,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RM,,9.347742597984956,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,82,58,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,,,,,0,,0,572,572,GasA,3,Y,,6.349138991379798,539,0,7.01301578963963,0,0,1,0,2,1,3,5,Typ,1,,,26.0,,1,288,,,Y,0,0,1,0,0,0,,,,0,8,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RL,4.0943445622221,9.620654483038743,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,77,8,Gable,CompShg,Stucco,Wd Shng,,0.0,3,2,BrkTil,,,,,0,,0,776,776,GasA,3,Y,,6.7464121285733745,651,0,7.31455283232408,0,0,1,1,3,1,3,6,Typ,1,,,77.0,,1,270,,,P,0,0,1,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.376370597324252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,54,54,Hip,CompShg,BrkFace,Wd Sdng,,0.0,3,3,Slab,,,,,0,,0,0,0,GasA,5,Y,,7.457609289715606,0,0,7.457609289715606,0,0,2,0,4,1,3,8,Min2,1,,,54.0,,2,452,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.02535169073515,10.853057234129553,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,1,0,Hip,CompShg,CemntBd,CmentBd,,870.0,5,3,PConc,,,,,1410,,0,438,1848,GasA,5,Y,,7.521859252201629,880,0,7.911324018963353,1,0,2,1,4,1,5,10,Typ,2,,,0.0,,3,706,,,Y,0,0,0,0,0,0,,,,0,4,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RM,3.044522437723423,7.939120540700647,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,37,37,Gable,CompShg,CemntBd,CmentBd,,268.0,3,3,CBlock,,,,,231,,0,399,630,GasA,3,Y,,6.4457198193855785,672,0,7.171656822768514,0,0,2,1,3,1,3,6,Typ,0,,,37.0,,1,264,,,Y,185,0,0,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RL,,11.02499610024899,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,31,31,Shed,WdShake,Plywood,Plywood,,0.0,4,3,PConc,,,,,1258,,0,74,1332,GasA,3,Y,,7.194436851100335,192,0,7.329093736246592,2,0,0,1,0,1,4,4,Typ,1,,,31.0,,2,586,,,Y,268,0,0,0,0,0,,,,0,4,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.382026634673881,10.6425222535907,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,49,49,Gable,CompShg,WdShing,Plywood,,0.0,3,3,CBlock,,,,,0,,0,0,0,GasA,3,Y,,7.02108396428914,468,0,7.370230641807081,0,0,2,0,4,1,3,7,Min2,1,,,17.0,,2,680,,,N,0,59,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.30406509320417,9.820217454150376,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1,0,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,0,,0,1125,1125,GasA,4,Y,,7.025538314638521,0,0,7.025538314638521,0,0,1,1,2,1,3,5,Typ,0,,,0.0,,2,430,,,Y,80,64,0,0,0,0,,,,0,4,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,FV,3.4011973816621555,8.670970988015094,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1,1,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,PConc,,,,,0,,0,600,600,GasA,5,Y,,6.253828811575473,600,1,7.090076835776092,0,0,2,1,2,1,4,4,Typ,0,,,1.0,,2,480,,,Y,0,166,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.174387269895637,9.796600216873289,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,0,,0,798,798,GasA,5,Y,,6.682108597449809,842,0,7.402451520818244,0,0,2,1,3,1,4,6,Typ,0,,,4.0,,2,520,,,Y,138,45,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.394449154672439,10.112659798632393,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,14,14,Gable,CompShg,VinylSd,VinylSd,,448.0,4,3,PConc,,,,,1000,,0,223,1223,GasA,5,Y,,7.109062135687172,904,0,7.6624678152002375,1,0,2,1,3,1,4,5,Typ,2,,,14.0,,2,525,,,Y,171,132,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,3.912023005428146,9.744111871489254,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,61,7,Gable,CompShg,VinylSd,VinylSd,,0.0,3,4,CBlock,,,,,680,,0,292,972,GasA,5,Y,,6.879355804460439,0,0,6.879355804460439,1,0,1,0,2,1,3,5,Typ,1,,,61.0,,1,240,,,Y,0,0,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.382026634673881,9.985924857959896,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,14,14,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,584,,0,544,1128,GasA,5,Y,,7.040536390215956,878,0,7.61085279039525,0,0,2,1,3,1,4,8,Typ,1,,,14.0,,2,466,,,Y,0,155,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.219507705176107,9.954739442159594,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,54,54,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,,,,,739,,0,405,1144,GasA,3,Y,,7.042286171939743,0,0,7.042286171939743,1,0,1,0,3,1,3,6,Typ,0,,,54.0,,1,596,,,Y,44,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,RL,4.5217885770490405,9.575925826301496,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,48,48,Hip,CompShg,Wd Sdng,ImStucc,,120.0,3,3,CBlock,,,,,300,,1,468,1062,GasA,5,Y,,7.20934025660291,0,0,7.20934025660291,0,1,1,0,3,1,4,6,Min2,0,,,48.0,,1,288,,,Y,168,0,1,0,0,0,,,,0,7,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RM,3.912023005428146,9.306116859988789,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,81,9,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,,,,,234,,1,0,926,GasA,3,Y,,6.8308742346461795,0,1,7.182352111885263,1,0,1,0,3,1,3,6,Typ,0,,,36.0,,2,484,,,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.356708826689592,10.222476801313398,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,8,8,Gable,CompShg,VinylSd,VinylSd,,530.0,4,3,PConc,,,,,956,,0,130,1086,GasA,5,Y,,6.990256500493881,838,0,7.562161631225652,1,0,2,1,3,1,4,7,Typ,1,,,8.0,,2,592,,,Y,208,75,0,0,1,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,RL,4.219507705176107,10.105742555638766,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,58,58,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,1040,,0,124,1164,GasW,3,N,,7.059617628291383,0,0,7.059617628291383,1,0,1,0,3,1,3,5,Typ,0,,,58.0,,1,240,,,Y,0,48,0,0,0,0,,,,0,8,ConLD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,9.644797061476503,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,57,57,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,852,,0,100,952,GasA,3,Y,,6.858565034791365,0,0,6.858565034791365,1,0,1,0,2,1,3,4,Typ,0,,,20.0,,2,840,,,Y,0,0,0,0,0,0,,,,0,6,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RM,3.912023005428146,9.251942549729462,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,136,21,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,BrkTil,,,,,259,,0,425,684,OthW,2,N,,6.843749949006225,1215,1,7.765569081097317,0,0,2,0,4,1,3,8,Typ,0,,,,,0,0,,,Y,0,54,1,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,,10.924688080364021,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,21,2,Hip,CompShg,Wd Sdng,Plywood,,260.0,4,4,CBlock,,,,,808,,0,72,880,GasA,5,Y,,7.426549072397305,0,0,7.426549072397305,1,0,2,0,3,1,4,5,Typ,1,,,21.0,,2,540,,,Y,292,44,0,1,0,0,,,,0,12,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,RM,4.0943445622221,10.09703958498912,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,103,8,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,,,,,0,,0,482,482,GasA,5,N,,7.107425474110705,691,0,7.555905093611346,0,0,2,0,3,2,3,7,Typ,1,,,5.0,,2,672,,,Y,0,25,1,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.144248779677172,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,40,40,Gable,CompShg,Wd Sdng,Wd Sdng,,180.0,3,3,CBlock,,,,,578,,0,426,1004,GasA,5,Y,,6.911747300251674,0,0,6.911747300251674,1,0,1,0,2,1,3,5,Typ,1,,,40.0,,2,480,,,Y,0,0,0,0,0,0,,,,1,3,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,3.9318256327243257,9.126212393648709,Pave,,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,4,7,60,56,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,384,,0,363,747,GasA,3,Y,,6.651571873589727,456,0,7.114769448366463,1,0,1,1,3,1,3,5,Typ,0,,,60.0,,1,305,,,Y,0,57,0,0,1,0,,,,0,8,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RL,4.584967478670572,9.846745516209062,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,87,57,Gable,CompShg,Stucco,Stucco,,0.0,3,2,BrkTil,,,,,645,,0,270,915,GasA,3,Y,,7.062191632286556,0,0,7.062191632286556,0,0,1,0,3,1,3,6,Maj1,1,,,35.0,,2,495,,,Y,0,0,1,0,1,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RM,4.0943445622221,9.572714099554513,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,85,59,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,,,,,405,,0,740,1145,GasA,3,Y,,7.170888478512505,0,0,7.170888478512505,0,0,1,0,2,1,2,5,Min1,0,,,44.0,,2,440,,,Y,0,0,0,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,,9.256589635670153,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,20,20,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,,,,,1082,,0,371,1453,GasA,4,Y,,7.2813856635702825,0,0,7.2813856635702825,1,0,1,1,2,1,4,6,Typ,1,,,20.0,,2,445,,,Y,0,80,0,0,1,0,,,,0,12,WD,Abnorml,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.163203736175637,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,9,8,Gable,CompShg,VinylSd,VinylSd,,479.0,4,3,PConc,,,,,1358,,0,223,1581,GasA,5,Y,,7.3783837129967145,0,0,7.3783837129967145,1,0,2,0,3,1,4,6,Typ,1,,,9.0,,2,670,,,Y,180,0,0,0,0,0,,,,1,5,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.442651256490317,10.006351773259453,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,1,1,Hip,CompShg,VinylSd,VinylSd,,410.0,4,3,PConc,,,,,0,,0,1588,1588,GasA,5,Y,,7.370230641807081,0,0,7.370230641807081,0,0,2,0,3,1,4,7,Typ,1,,,1.0,,3,825,,,Y,144,45,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,RL,4.31748811353631,10.050511093761548,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,5,48,48,Hip,CompShg,HdBoard,HdBoard,,105.0,3,2,CBlock,,,,,513,,0,75,588,GasA,3,Y,,6.9985096422506015,0,0,6.9985096422506015,1,0,1,0,2,1,3,6,Typ,0,,,48.0,,1,264,,,Y,0,0,0,0,0,0,,,,0,3,ConLD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.081545312349798,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,45,45,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,,,,,915,,0,135,1050,GasA,3,Y,,6.956545443151569,0,0,6.956545443151569,1,0,1,0,3,1,3,6,Typ,0,,,45.0,,1,368,,,Y,0,319,0,0,0,0,,,,0,1,COD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.290459441148391,10.110178498744185,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,42,42,Hip,CompShg,HdBoard,HdBoard,,48.0,3,3,CBlock,,,,,520,,0,440,960,GasA,3,Y,,6.866933284461882,0,0,6.866933284461882,1,0,1,0,3,1,3,6,Typ,0,,,42.0,,1,432,,,P,120,0,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,3.912023005428146,9.681664318950244,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,58,56,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,0,,0,810,810,GasA,2,Y,,6.90975328164481,454,0,7.283448228756631,1,1,1,0,4,1,3,7,Typ,1,,,52.0,,1,280,,,P,0,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,9.902602124151455,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,41,41,Hip,CompShg,BrkFace,BrkFace,,0.0,3,3,CBlock,,,,,0,,0,1489,1489,GasA,4,Y,,7.305860032684009,0,0,7.305860032684009,0,0,2,0,3,1,4,7,Typ,1,,,41.0,,2,462,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
