MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,Alley_na,MasVnrType_na,MasVnrArea_na,BsmtQual_na,BsmtCond_na,BsmtExposure_na,BsmtFinType1_na,BsmtFinType2_na,Electrical_na,FireplaceQu_na,GarageType_na,GarageYrBlt_na,GarageFinish_na,GarageQual_na,GarageCond_na,PoolQC_na,Fence_na,MiscFeature_na
12,RL,4.248495242049359,10.138250315863536,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,31,31,Hip,CompShg,HdBoard,HdBoard,,92.0,3,3,CBlock,,,,,226,,1,192,918,GasA,4,Y,,6.822197390620491,765,0,7.428333194190806,0,0,2,1,3,1,3,7,Typ,1,,,31.0,,2,440,,,Y,243,0,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,10.129355519930218,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,64,4,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,0,,0,0,0,GasA,5,Y,,6.835184586147301,0,0,6.835184586147301,0,0,1,0,2,1,4,6,Typ,0,,,64.0,,1,308,,,Y,0,0,0,0,0,0,,,,0,4,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.700480365792417,10.37706288497232,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,5,4,Gable,CompShg,VinylSd,VinylSd,,664.0,4,3,PConc,,,,,1016,,0,556,1572,GasA,5,Y,,7.360103972989152,1096,0,7.889084407035514,1,0,2,1,3,1,5,10,Typ,2,,,5.0,,3,726,,,Y,400,0,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.3694478524670215,10.03990904534859,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,42,42,Hip,CompShg,MetalSd,MetalSd,,168.0,3,3,CBlock,,,,,836,,0,237,1073,GasA,3,Y,,6.9782137426306985,0,0,6.9782137426306985,1,0,1,1,3,1,3,6,Typ,0,,,42.0,,2,515,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.382026634673881,9.964412305012397,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,32,32,Gable,CompShg,Plywood,Plywood,,360.0,3,3,CBlock,,,,,686,,0,664,1350,GasA,3,Y,,7.195937226475569,0,0,7.195937226475569,0,1,2,0,2,1,3,6,Typ,1,,,32.0,,2,630,,,Y,0,16,0,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RL,,9.659995658877165,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,65,56,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,CBlock,,,,,266,,0,522,788,GasA,3,Y,,6.669498089857879,0,0,6.669498089857879,0,0,1,0,2,1,3,4,Typ,2,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,4,WD,Abnorml,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,RL,,10.297683298287241,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,20,20,Gable,CompShg,Wd Sdng,Wd Sdng,,145.0,4,3,PConc,,,,,1518,,0,0,1518,GasA,4,Y,,7.404887575616125,0,0,7.404887575616125,1,1,2,0,2,1,4,5,Typ,1,,,20.0,,2,569,,,Y,80,0,0,0,1,0,,,,0,8,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,9.786455213227509,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,36,36,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,0,,0,858,858,GasA,3,Y,,6.77078942390898,0,0,6.77078942390898,0,0,1,0,3,1,3,5,Typ,0,,,33.0,,4,480,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RM,4.0943445622221,9.95829931831355,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,97,5,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,3,4,BrkTil,,,,,0,,0,264,264,GasA,5,Y,,6.643789733147672,664,0,7.266827347520591,0,0,2,0,2,1,3,7,Typ,0,,,97.0,,2,360,,,Y,270,0,1,0,0,0,,,,0,5,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.276666119016055,10.05966941132289,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,1,1,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,0,,0,893,893,GasA,5,Y,,6.803505257608338,900,0,7.496097345175956,0,0,2,1,3,1,4,8,Typ,1,,,1.0,,3,800,,,Y,0,116,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.382026634673881,9.858127396566864,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,46,46,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,651,,0,470,1121,GasA,3,Y,,7.02197642307216,0,0,7.02197642307216,1,0,1,0,3,1,3,5,Typ,0,,,46.0,,2,480,,,Y,0,80,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RM,3.912023005428146,9.407566278407877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,60,58,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,104,,1,516,789,GasA,5,Y,,6.670766320845874,0,0,6.670766320845874,0,0,1,0,2,1,3,5,Typ,0,,,60.0,,1,250,,,Y,0,0,0,0,0,0,,,,0,4,WD,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,RL,4.382026634673881,9.855993182829993,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,47,47,Gable,CompShg,MetalSd,MetalSd,,156.0,3,4,PConc,,,,,763,,0,173,936,GasA,5,Y,,6.960347729101308,0,0,6.960347729101308,1,0,1,0,3,1,4,6,Typ,0,,,47.0,,2,480,,,Y,120,0,0,0,0,0,,,,0,5,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.276666119016055,10.024118268985223,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,51,51,Hip,CompShg,MetalSd,MetalSd,,120.0,3,3,CBlock,,,,,586,,0,462,1048,GasA,3,Y,,6.954638864880987,0,0,6.954638864880987,1,0,1,0,3,1,3,6,Typ,0,,,51.0,,1,286,,,Y,0,20,0,0,1,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.276666119016055,10.007646379869449,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,49,10,Gable,CompShg,HdBoard,HdBoard,,64.0,3,3,CBlock,,,,,360,,0,710,1070,GasA,3,Y,,7.119635638017636,0,0,7.119635638017636,0,1,1,0,2,1,4,6,Min1,1,,,49.0,,1,447,,,Y,0,0,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,RL,,10.413196776844064,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,46,46,Hip,CompShg,Wd Sdng,HdBoard,,86.0,3,3,PConc,,,,,1014,,0,138,1152,GasA,3,Y,,7.049254841255837,0,0,7.049254841255837,1,0,1,0,3,1,3,6,Typ,1,,,46.0,,2,484,,,Y,227,0,0,0,0,0,,,,0,4,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.174387269895637,9.76229871979014,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,14,10,Gable,CompShg,HdBoard,HdBoard,,258.0,3,3,PConc,,,,,1138,,0,270,1408,GasA,5,Y,,7.425953657077541,0,0,7.425953657077541,1,0,2,0,3,1,4,7,Typ,1,,,14.0,,2,575,,,Y,224,42,0,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,9.801361141894677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,52,52,Hip,CompShg,BrkFace,BrkFace,,0.0,3,3,CBlock,,,,,189,,1,628,1478,GasA,4,Y,,7.298445101508147,0,0,7.298445101508147,1,0,1,1,3,1,3,6,Typ,2,,,52.0,,2,442,,,Y,114,0,0,0,1,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,10.343020377633618,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,51,7,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,,,,,377,,0,551,928,GasA,3,Y,,6.833031732786201,0,0,6.833031732786201,0,0,1,0,2,1,3,4,Typ,0,,,51.0,,1,252,,,Y,261,0,1,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.418840607796598,10.330407104668334,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,0,,0,846,846,GasA,4,Y,,6.740519359606223,846,0,7.433666540166168,0,0,2,1,3,1,4,6,Typ,0,,,0.0,,2,650,,,Y,208,114,0,0,0,0,,,,0,7,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,3.970291913552122,9.276519129758839,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,97,4,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,3,3,PConc,,,,,0,,0,661,661,GasA,5,Y,,6.493753839851686,589,0,7.1308988302963465,0,0,2,0,3,1,3,8,Typ,1,,,22.0,,2,552,,,Y,242,0,1,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,10.25957108060134,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,0,,0,847,847,GasA,5,Y,,6.741700694652055,886,0,7.457609289715606,0,0,2,1,3,1,4,7,Typ,1,,,4.0,,2,433,,,Y,100,48,0,0,0,0,,,,0,10,WD,Family,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.2626798770413155,9.713672470488603,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,5,4,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,425,,0,291,716,GasA,5,Y,,6.573680166960646,716,0,7.266827347520591,1,0,2,1,3,1,4,6,Typ,1,,,5.0,,2,432,,,Y,100,51,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,RL,3.912023005428146,9.655898460550324,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,69,58,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,,,,,851,,0,140,991,GasA,5,Y,,6.981934677156389,0,0,6.981934677156389,1,0,1,0,2,2,3,5,Typ,2,,,69.0,,1,205,,,Y,0,4,0,0,0,0,,,,0,1,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.30406509320417,10.03036721569233,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,57,57,Flat,Tar&Grv,BrkComm,Brk Cmn,,0.0,3,3,Slab,,,,,0,,0,0,0,GasW,2,N,,6.8501261661455,0,0,6.8501261661455,0,0,1,0,2,1,2,4,Min1,0,,,53.0,,2,528,,,Y,0,0,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,9.757089238911432,Pave,,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,0,0,Gable,CompShg,MetalSd,MetalSd,,0.0,4,3,PConc,,,,,945,,0,474,1419,GasA,5,Y,,7.257707677160043,0,0,7.257707677160043,1,0,2,0,2,1,4,7,Typ,1,,,0.0,,2,567,,,Y,140,0,0,0,0,0,,,,0,10,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,9.87269794646141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,53,53,Gable,CompShg,AsbShng,AsbShng,,0.0,3,3,CBlock,,,,,0,,0,672,672,GasA,5,Y,,6.866933284461882,0,0,6.866933284461882,0,0,1,0,3,1,3,5,Typ,0,,,53.0,,1,288,,,Y,64,0,0,0,1,0,,,,0,10,COD,Abnorml,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.204692619390966,10.08121346434617,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,VinylSd,VinylSd,,274.0,4,3,PConc,,,,,0,,0,1638,1638,GasA,5,Y,,7.406103381237015,0,0,7.406103381237015,0,0,2,0,3,1,4,6,Typ,1,,,0.0,,3,870,,,Y,192,80,0,0,0,0,,,,0,11,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,RL,4.23410650459726,10.030251789849277,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,44,44,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,784,,0,141,925,GasA,3,Y,,6.906754778648554,0,0,6.906754778648554,1,0,1,0,3,1,3,6,Typ,0,,,44.0,,1,300,,,Y,150,72,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RM,3.912023005428146,9.895389625936653,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,78,48,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,BrkTil,,,,,0,,0,742,742,GasA,3,Y,,6.658011045870748,0,1,6.840546529288687,0,0,1,0,2,1,3,4,Typ,0,,,20.0,,1,308,,,P,0,0,0,0,0,0,,,,1,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.897839799950911,10.789978259447155,Pave,,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,,456.0,4,3,PConc,,,,,57,,0,1335,1392,GasA,5,Y,,7.238496840894365,1070,0,7.808729306744399,1,0,2,1,4,1,4,9,Typ,1,,,0.0,,2,576,,,Y,239,132,0,1,0,0,,,,0,3,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,RL,4.442651256490317,9.927257530372875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,43,16,Hip,CompShg,HdBoard,HdBoard,,108.0,3,3,CBlock,,,,,270,,1,452,1302,GasA,5,Y,,7.171656822768514,0,0,7.171656822768514,0,1,2,0,3,1,4,7,Min1,0,,,43.0,,1,309,,,Y,333,0,0,0,0,0,,,,0,10,CWD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,RM,4.0943445622221,9.620654483038743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,27,27,Gable,CompShg,MetalSd,MetalSd,,180.0,3,3,CBlock,,,,,936,,0,0,936,GasA,3,Y,,6.841615476477592,0,0,6.841615476477592,1,0,1,0,2,1,3,4,Typ,0,,,27.0,,2,672,,,Y,49,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,9.587684341669933,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,31,4,Gable,CompShg,VinylSd,VinylSd,,90.0,4,4,CBlock,,,,,646,,0,218,864,GasA,5,Y,,6.761572768804055,0,0,6.761572768804055,1,0,1,0,3,1,3,6,Typ,0,,,31.0,,1,336,,,Y,0,0,0,0,0,0,,,,0,7,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,RL,4.248495242049359,9.587684341669933,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,98,17,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,969,,0,148,1117,GasA,3,Y,,6.709304340258298,527,0,7.205635176410364,1,0,1,0,3,1,3,5,Typ,0,,,,,0,0,,,N,85,0,1,0,0,0,,,,0,1,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,4.04305126783455,9.913976177037057,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,14,13,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,686,,0,304,990,GasA,5,Y,,6.897704943128636,0,0,6.897704943128636,0,1,1,0,3,1,3,5,Typ,0,,,12.0,,2,672,,,Y,0,0,0,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.927253685157205,10.704123117122503,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,61,13,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,152,,1,977,1598,GasA,3,Y,,7.400009517162692,971,1,8.034631032923107,0,0,3,0,3,1,5,12,Maj1,1,,,,,0,0,,,Y,122,0,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,4.174387269895637,9.8083282321743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,699,,0,638,1337,GasA,5,Y,,7.198183577101943,0,0,7.198183577101943,1,0,2,0,3,1,4,6,Typ,0,,,4.0,,2,531,,,Y,0,39,0,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.0943445622221,10.053684843925609,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,91,56,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,,,,,0,,0,672,672,GasA,3,Y,,6.542471960506805,520,0,7.101675971619444,0,0,1,0,3,1,3,6,Typ,0,,,8.0,,3,936,,,Y,216,0,1,0,0,0,,,,0,1,WD,Family,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.6888794541139363,9.552399127438704,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,,94.0,4,3,PConc,,,,,0,,0,1368,1368,GasA,5,Y,,7.221105098182496,0,0,7.221105098182496,0,0,2,0,2,1,4,6,Typ,1,,,1.0,,2,474,,,Y,132,35,0,0,0,0,,,,0,3,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.418840607796598,10.05481629462065,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,36,,0,1176,1212,GasA,5,Y,,7.10002716662926,0,0,7.10002716662926,0,0,2,0,3,1,4,6,Typ,0,,,1.0,,2,460,,,Y,100,22,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.31748811353631,9.941512438644104,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,50,50,Hip,CompShg,MetalSd,MetalSd,,135.0,3,4,CBlock,,,,,570,,0,510,1080,GasA,4,Y,,6.984716320118266,0,0,6.984716320118266,0,0,1,0,3,1,3,5,Typ,0,,,50.0,,1,288,,,Y,0,0,0,0,1,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.248495242049359,9.84929911646029,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,12,12,Gable,CompShg,VinylSd,VinylSd,,116.0,3,3,PConc,,,,,505,,0,299,804,GasA,5,Y,,6.6895992691789665,878,0,7.427738840532894,0,0,2,1,3,1,4,7,Typ,0,,,12.0,,2,523,,,Y,0,77,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,10.753906912188407,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,30,30,Gable,CompShg,HdBoard,HdBoard,,120.0,3,3,PConc,,,,,712,,0,84,796,GasA,3,Y,,6.672032945461067,784,0,7.3613754289773485,1,0,2,1,3,1,3,6,Typ,1,,,30.0,,2,566,,,Y,306,111,0,0,0,0,,,,0,7,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,10.31884127440582,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,11,10,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,PConc,,,,,592,,0,99,691,GasA,4,Y,,6.53813982376767,807,0,7.311886164077165,0,0,2,1,3,1,3,6,Typ,1,,,11.0,,2,409,,,Y,315,44,0,0,0,0,,,,0,7,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.553876891600541,10.35629538302276,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,700,,0,216,916,GasA,5,Y,,6.824373670043086,941,0,7.528869256642251,1,0,2,1,3,1,4,8,Typ,0,,,4.0,,2,492,,,Y,146,91,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.970291913552122,8.91336193514506,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,1,0,Gable,CompShg,WdShing,Wd Shng,,72.0,4,3,PConc,,,,,0,,0,1258,1258,GasA,5,Y,,7.1372784372603855,0,0,7.1372784372603855,0,0,2,0,2,1,4,6,Typ,1,,,0.0,,3,648,,,Y,144,16,0,0,0,0,,,,0,6,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.110070499748828,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,48,48,Hip,CompShg,MetalSd,MetalSd,,212.0,3,3,CBlock,,,,,733,,0,520,1253,GasA,3,Y,,7.133295954896068,0,0,7.133295954896068,1,0,1,1,2,1,3,5,Typ,1,,,48.0,,1,352,,,Y,0,213,1,0,0,0,,,,0,5,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,9.801361141894677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,6,5,Gable,CompShg,VinylSd,VinylSd,,109.0,4,3,PConc,,,,,712,,0,761,1473,GasA,5,Y,,7.302496423727326,0,0,7.302496423727326,1,0,2,0,3,1,4,7,Typ,0,,,6.0,,2,606,,,Y,0,35,0,1,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.189654742026425,10.92935682237151,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,90,58,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,,,,,0,,0,1163,1163,GasA,5,Y,,7.0587581525186645,511,0,7.422971251049421,0,0,2,0,4,1,3,8,Typ,1,,,53.0,,2,396,,,N,72,36,0,0,1,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,9.76157653796734,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,39,39,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,191,,0,673,864,GasA,5,Y,,6.761572768804055,0,0,6.761572768804055,0,0,1,0,3,1,3,5,Typ,0,,,15.0,,2,463,,,Y,0,0,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
